taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Cultured,Habitat,Genome Size   * assembled,Gene Count   * assembled
2860327289,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis C9,DOE Joint Genome Institute (JGI),2860327289,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1820669,1981
2582581250,Archaea,Permanent Draft,Genomic basis of thermal adaption and carbon metabolism in permafrost isolates,Methanobacterium sp. SMA-27,DOE Joint Genome Institute (JGI),2582581250,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. SMA-27,Yes,,2490725,2621
2681813122,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.T.2.1,"University of Illinois, Urbana-Champaign",2681813122,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4073761,3571
2505679052,Archaea,Permanent Draft,Ignisphaera sp.,Ignisphaera sp.,,2505679052,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignisphaera,unclassified,Yes,Hot spring,3855392,2074
2681813024,Archaea,Permanent Draft,Genome sequencing of Thermococcus celer JCM 8558,Thermococcus celer JCM 8558,University of Tokyo,2681813024,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus celer,Yes,,1886521,3580
2681813050,Archaea,Permanent Draft,Acidiplasma aeolicum strain:V Genome sequencing,Acidiplasma aeolicum V,California Institute of Technology,2681813050,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma aeolicum,Yes,"Aquatic, Hot spring, Sand",1634649,1751
2684622705,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-12,"University of Illinois, Urbana-Champaign",2684622705,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2217231,2465
2602041564,Archaea,Permanent Draft,Halopiger sp. IIH3,Halopiger goleamassiliensis IIH3,European Bioinformatics Institute,2602041564,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,Halopiger goleimassiliensis,Yes,,3906156,3905
2724679704,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halorubrum chaoviator DSM 19316,DOE Joint Genome Institute (JGI),2724679704,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum chaoviator,Yes,,3666854,3698
2739367766,Archaea,Permanent Draft,Antarctic microbial communities,Methanogenium frigidum Ace-2,J. Craig Venter Institute,2739367766,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,Methanogenium frigidum,Yes,"Antarctic lake, Antarctic water, Aquatic, Fresh water, Marine",1059753,1670
646564536,Archaea,Finished,"Haloferax volcanii DS2, ATCC 29605","Haloferax volcanii DS2, ATCC 29605",J. Craig Venter Institute (JCVI),646564536,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,Yes,"Hypersaline sediment, Hypersaline soil, Hypersaline water",4012900,4064
2630968686,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina barkeri 227,"University of Illinois, Urbana-Champaign",2630968686,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Yes,,4487566,3811
2505679005,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Pyrolobus fumarii 1A, DSM 11204",DOE Joint Genome Institute (JGI),2505679005,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,Pyrolobus fumarii,Yes,"Deep sea, Hydrothermal sediment, Hydrothermal vent, Marine",1843267,2038
2687453162,Archaea,Finished,Thermococcales genome sequencing,Thermococcus peptonophilus OG-1,Ecole Normale Superieure de Lyon,2687453162,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus peptonophilus,Yes,,1896106,2145
2917935641,Archaea,Permanent Draft,Genome Encyclopedia of Bacteria and Archaea VI: Functional Genomics of Type Strains,Methanomicrobium sp. W14,DOE Joint Genome Institute (JGI),2917935641,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium sp. W14,Yes,,2541249,2584
2660238026,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 3.F.T.1A.1,"University of Illinois, Urbana-Champaign",2660238026,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4158758,3653
2724679794,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halorubrum cibi DSM 19504,DOE Joint Genome Institute (JGI),2724679794,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum cibi,Yes,,3176020,3166
2531839650,Archaea,Permanent Draft,Haloarcula vallismortis ATCC 29715,Haloarcula vallismortis J.F. 54,"University of California, Davis",2531839650,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula vallismortis,Yes,Aquatic,3923205,4032
2554235479,Archaea,Permanent Draft,Haloarchaeal genomes,Haloarcula argentinensis DSM 12282,"University of California, Davis",2554235479,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula argentinensis,Yes,,4147107,4180
2651869720,Archaea,Permanent Draft,Haloterrigena turkmenica WANU15,Haloterrigena turkmenica WANU15,Al Jouf University,2651869720,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena turkmenica,Yes,,2883994,3256
2528311097,Archaea,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Halalkalicoccus jeotgali B3, DSM 18796",DOE Joint Genome Institute (JGI),2528311097,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus jeotgali,Yes,"Fermented food product, Fish, Host",3637498,3915
2671180170,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halopiger salifodinae CGMCC 1.12284,DOE Joint Genome Institute (JGI),2671180170,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,Halopiger salifodinae,Yes,,4272165,4209
2681813043,Archaea,Permanent Draft,Vulcanisaeta genome project - The University of Tokyo,Vulcanisaeta sp. JCM 16161,University of Tokyo,2681813043,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta sp. JCM 16161,Yes,,2285660,4151
637000161,Archaea,Finished,Methanococcoides burtonii DSM 6242,Methanococcoides burtonii DSM 6242,DOE Joint Genome Institute (JGI),637000161,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Yes,"Antarctic, Aquatic, Fresh water",2575032,2506
2505313014,Archaea,Permanent Draft,2D genome,Methanosarcinales,,2505313014,Euryarchaeota,Methanomicrobia,Methanosarcinales,unclassified,unclassified,unclassified,Yes,Wastewater,3485298,4007
2728369538,Archaea,Permanent Draft,Haladaptatus sp. W1 W1 Genome sequencing,Haladaptatus sp. W1,University of Essex,2728369538,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus sp. W1,Yes,,5189880,5886
2619619116,Archaea,Permanent Draft,Draft Genome Methanobrevibacter oralis,Methanobrevibacter oralis JMR01,European Bioinformatics Institute,2619619116,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter oralis,Yes,,2083511,2292
2617270928,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halogranum amylolyticum CGMCC 1.10121,DOE Joint Genome Institute (JGI),2617270928,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogranum,Halogranum amylolyticum,Yes,,5185690,5357
2718217702,Archaea,Finished,Candidatus Nitrosocosmicus exaquare G61 genome,Candidatus Nitrosocosmicus exaquare G61,University of Waterloo,2718217702,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosocosmicus,Candidatus Nitrosocosmicus hydrocola,Yes,,2989777,3237
643692047,Archaea,Finished,LGT in Sulfolobus islandicus,Sulfolobus islandicus M.16.4,DOE Joint Genome Institute (JGI),643692047,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,Fresh water,2586647,2869
2706794887,Archaea,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA",Methanohalophilus portucalensis FDF-1,DOE Joint Genome Institute (JGI),2706794887,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus portucalensis,Yes,,2088894,2186
2501025505,Archaea,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Palaeococcus ferrophilus DMJ, DSM 13482",DOE Joint Genome Institute (JGI),2501025505,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,Palaeococcus ferrophilus,Yes,"Aquatic, Deep sea, Marine",2206431,2399
648028035,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Ignisphaera aggregans AQ1.S1, DSM 17230",DOE Joint Genome Institute (JGI),648028035,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignisphaera,Ignisphaera aggregans,Yes,"Aquatic, Hot spring",1875953,2042
2508501015,Archaea,Permanent Draft,"Haloferax sulfurifontis M6, ATCC BAA-897",Haloferax sulfurifontis M6,San Diego State University,2508501015,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sulfurifontis,Yes,Fresh water,3816558,3915
2913510308,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanohalophilus levihalophilus DSM 28452,DOE Joint Genome Institute (JGI),2913510308,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus levihalophilus,Yes,,2116010,2310
2648501188,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina vacuolata Z-761,"University of Illinois, Urbana-Champaign",2648501188,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina vacuolata,Yes,"Sludge, Wastewater",4563885,3812
2775506920,Archaea,Finished,Comparative genomics of isolates from deep and shallow subsurface biosphere,Methanobacterium subterraneum A8p,Japan Agency for Marine-Earth Science and Technology,2775506920,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum,Yes,,2515817,2484
2681813114,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.F.M.0.5,"University of Illinois, Urbana-Champaign",2681813114,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4066836,3564
2554235504,Archaea,Permanent Draft,Haloarchaeal genomes,Natrialba taiwanensis DSM 12281,"University of California, Davis",2554235504,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,Natrialba taiwanensis,Yes,,4635192,4423
2627854207,Archaea,Permanent Draft,Natrinema altunense strain:1A4-DGR Genome sequencing,Natrinema altunense 1A4-DGR,Directorate of Groundnut Research (Indian Council of Agricultural Research),2627854207,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema altunense,Yes,,3718305,5194
2926419736,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Methanocalculus sp. AMF5,DOE Joint Genome Institute (JGI),2926419736,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus,Methanocalculus sp. AMF5,Yes,,1957917,2046
2861686208,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanobacterium thermalcaliphilum DSM 3267,DOE Joint Genome Institute (JGI),2861686208,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter thermautotrophicus,Yes,Host,1698675,1915
2651870124,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halovenus aranensis IBRC-M10015,DOE Joint Genome Institute (JGI),2651870124,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,Halovenus aranensis,Yes,,3287116,3426
2502171154,Archaea,Permanent Draft,BRNA_1,Thermoplasmatales archaeon BRNA1,,2502171154,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,Thermoplasmatales archaeon BRNA1,Yes,,1461105,1582
2636416021,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Natronorubrum texcoconense DSM 25211,DOE Joint Genome Institute (JGI),2636416021,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,Yes,,4641793,4573
2636415612,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina thermophila TM-1,"University of Illinois, Urbana-Champaign",2636415612,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina thermophila,Yes,"Fresh water, Sludge, Wastewater",3127379,2773
2671180237,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 3.F.A.1B.1,"University of Illinois, Urbana-Champaign",2671180237,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4073297,3565
650716079,Archaea,Finished,Pyrococcus sp. NA2,Pyrococcus sp. NA2,Korea Institute of Ocean Science and Technology (KIOST),650716079,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp. NA2,Yes,"Aquatic, Hot spring, Hydrothermal vent, Marine",1861320,2029
2914888634,Archaea,Finished,Origin of Prokaryotic Species: Haloarchaeal Genomes Sequencing Project,Haloarcula marismortui ATCC 43049,University of Maryland,2914888634,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Yes,"Marine, Aquatic",4184924,4458
2757320680,Archaea,Finished,Genome sequencing of Candidatus Micrarchaeota archaeon Mia14,Candidatus Mancarchaeum acidiphilum Mia14,"Baltic Federal University, Fidelity Systems Inc",2757320680,Candidatus Micrarchaeota,unclassified,unclassified,unclassified,Candidatus Mancarchaeum,Candidatus Mancarchaeum acidiphilum,Yes,,952257,1016
2511231117,Archaea,Finished,Pyrobaculum ferrireducens 1860,Pyrobaculum ferrireducens 1860,"Russian Academy of Science, Centre Bioengineering",2511231117,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum ferrireducens,Yes,"Aquatic, Extreme, Fresh water, Terrestrial",2467972,2858
2684622714,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_C03_01,"University of Illinois, Urbana-Champaign",2684622714,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2222315,2468
2554235509,Archaea,Permanent Draft,Haloarchaeal genomes,Halorubrum terrestre JCM 10247,"University of California, Davis",2554235509,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum terrestre,Yes,Soil,3376225,3299
2667527934,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.F.A.1A.3,"University of Illinois, Urbana-Champaign",2667527934,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4045304,3534
2522572136,Archaea,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, US",Sulfolobales-str-MK5,DOE Joint Genome Institute (JGI),2522572136,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,unclassified,Yes,,2012254,2297
2513020047,Archaea,Finished,A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon,"Desulfurococcus fermentans Z-1312, DSM 16532",DOE Joint Genome Institute (JGI),2513020047,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus,Yes,"Aquatic, Fresh water, Hot spring",1384116,1522
2547132054,Archaea,Permanent Draft,"Pan-genome of Methanobrevibacter smithii, in twins",Methanobrevibacter smithii TS146A,Washington University in St. Louis,2547132054,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Yes,"Host, Human intestinal microflora, Soil",1791997,1899
2860325381,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis C8,DOE Joint Genome Institute (JGI),2860325381,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1758457,1907
